Familia,Miembro,Nombre Completo,Fecha de nacimiento,Residencia,Nacionalidad,Cargos,Educación,Empleador,Área,Medios,Movimientos,Familiares
Familia Pinto (Chile),Silvia Pinto,,"31 de mayo de 1937 Santiago , Chile","Santiago , Chile",Chilena,Periodista y política,,,,,,{}
Familia Pinto (Chile),Hernán Pinto,Hernán Eduardo Pinto Miranda,17 de enero de 1953,,Chilena,Político y abogado,Universidad de Chile,,,,,{}
Familia Pinto (Chile),Francisco Antonio Pinto Cruz,,"15 de agosto de 1858 Concepción , República de Chile",,Chileno,"Abogado , político , diplomático",,,,,,{'Aníbal Pinto Santa Cruz': '[1] /wiki/An%C3%ADbal_Pinto_Santa_Cruz'}
Familia Pinto (Chile),Manuel de Tezanos-Pinto,Manuel José de Tezanos-Pinto de la Fuente,29 de septiembre de 1978 (46 años) Santiago de Chile ( Chile ),,Chilena,"Periodista , youtuber , escritor deportivo, locutor y presentador de televisión",Universidad de los Andes,Fox Sports (Latinoamérica) (2004-2018) Televisión Nacional de Chile (2015-2017) Radio Agricultura (desde 2018) Canal del Fútbol (2019-2021) TNT Sports (desde 2021),,,,{}
Familia Portales,Alfredo Portales Mourgues,,"20 de enero de 1892 Santiago , Chile",,Chilena,Militar,Escuela Militar del Libertador Bernardo O'Higgins,,,,,{}
Familia Portales,Estanislao Portales Larraín,,"14 de noviembre de 1764 Santiago , Reino de Chile , ( Imperio español )",,Chilena,abogado y Militar,Real Universidad de San Felipe,,,,,{}
Familia Portales,Diego Portales,Diego José Pedro Víctor Portales Palazuelos,"16 de junio de 1793 Santiago , Capitanía General de Chile","Santiago y Valparaíso , Chile",Chilena,"Emprendedor , político , militar y diplomático",Convictorio Carolino ( Humanidades ; 1808-1813) Instituto Nacional (Leyes; 1813-1814),,Tabaco,,,"{'Francisco Ruiz-Tagle': '[1] /wiki/Francisco_Ruiz-Tagle', 'Juan Guillermo Vivado': '[2] /wiki/Juan_Guillermo_Vivado'}"
Familia Portales,José Santiago de Irarrázaval y Portales,,"20 de junio de 1734 Pullally de Papudo , Chile Imperio español",,Chilena,,,,,,,{}
Familia Portales,Diego Portales y Andía-Irarrázabal,,,,,,,,,,,{}
Familia Portales,Manuel Eyzaguirre Portales,,"28 de marzo de 1820 Santiago de Chile , Chile",,Chilena,Abogado,,,,,,{}
Familia Portales,Gontrán de Beaumont Portales,,6 de octubre de 1893 Chile Santiago .,,Chilena,Médico y militar,,,,,,{}
Familia Portales,Constanza Nordenflycht,María Constanza de Nordenflycht y Cortés de Azúa,"1808 Lima , Virreinato de Perú , Reino de España",,Chile,,,,,,,{}
Familia Portales,José Santiago Portales y Larraín,,"1764 Santiago , Capitanía General de Chile , Imperio español",,Chilena,Político,,,,,,{}
Familia Portales,José Ignacio Eyzaguirre Portales,,"15 de febrero de 1817 Santiago de Chile , Chile Chile",,Chilena,"Sacerdote, escritor, político",Real Universidad de San Felipe,,,,,{'Diego Portales': '[1] /wiki/Diego_Portales'}
Familia Portales,Manuel Portales Palazuelos,Manuel Portales Palazuelos,"9 de agosto de 1808 Palacio de la Moneda , Imperio Español",,Chilena,Hacendado,,,,,,{}
Familia Portales,Francisco Ruiz-Tagle,,"1790 Santiago , Capitanía general de Chile ( Imperio español )",,Chilena,Político,,,,,,{'Diego Portales': '[1] /wiki/Diego_Portales'}
Familia Portales,Amparo Noguera,María Amparo Noguera Portales,6 de marzo de 1965 Santiago de Chile ( Chile ),Ñuñoa,Chilena,Actriz,,,,,,"{'Emilia Noguera': '[1] /wiki/Emilia_Noguera', 'Manuela Moreno': '[2] /wiki/Manuela_Moreno_(actriz)', 'Catalina Stuardo': '[3] /wiki/Catalina_Stuardo'}"
Familia Portales,Diego Portales y Salas,,"1615 Lebrija , Imperio Español",,,,,,,,,{}
Familia Portales,Diego Portales y Meneses,,"1689 Lima , Virreinato del Perú , Imperio Español",,,,,,,,,{}
Familia Portales,Juan Guillermo Vivado,Juan Guillermo Diego Ricardo Vivado Portales,12 de abril de 1950 (74 años),Santiago de Chile,Chilena,"Abogado , presentador de televisión y político",Pontificia Universidad Católica de Chile,,,,,{'Diego Portales': '[1] /wiki/Diego_Portales'}
Familia Portales,Tadeo Portales y Borda,,,,,,,,,,,{}
Familia Precht,Cristián Precht,,,,,,,,,,,{}
Familia Precht,Felipe Sandoval Precht,,8 de abril de 1957 (68 años),"Santiago , Chile",Chilena,"Ingeniero civil , dirigente gremial y político",Universidad de Chile,,,,,{}
Familia Precht,Hernán Precht,,6 de enero de 1948 (77 años) Santiago de Chile ( Chile ),,Chilena,Arquitecto,Saint George's College Pontificia Universidad Católica de Chile (hasta 1972),,,,,{}
Familia Prieto,Manuel Bulnes,,"25 de diciembre de 1799 Concepción , Capitanía General de Chile",,Chilena,Militar y político,Instituto Nacional,,,,,"{'Joaquín Prieto': '[1] /wiki/Joaqu%C3%ADn_Prieto', 'Francisco Antonio Pinto': '[2] /wiki/Francisco_Antonio_Pinto', 'Aníbal Pinto': '[3] /wiki/An%C3%ADbal_Pinto'}"
Familia Prieto,Ignacio Prieto,,23 de septiembre de 1943 (81 años) Santiago de Chile ( Chile ),,Chilena,Futbolista y entrenador,,,,,,{'Andrés Prieto Urrejola': '[1] /wiki/Andr%C3%A9s_Prieto'}
Familia Prieto,Alfredo Prieto Zenteno,Alfredo Valentin Jose Manuel Prieto [ 1 ] ​,"16 de diciembre de 1846 Santiago , Chile Chile",,Chilena,Político,Instituto Nacional,,,,,{'José Ignacio Zenteno del Pozo Silva': '[1] /wiki/Jos%C3%A9_Ignacio_Zenteno'}
Familia Prieto,Andrés Prieto,,,,,,,,,,,{}
Familia Prieto,Joaquín Prieto Hurtado,,"22 de marzo de 1863 Santiago , Chile",,Chilena,"Abogado , empresario y político",Universidad de Chile,Pontificia Universidad Católica de Chile,,,,{}
Familia Prieto,José Sanz de Santamaría,José Hermigildo Sanz de Santamaría y Prieto de Salazar,"13 de abril de 1767 Santafé de Bogotá , Virreinato de Nueva Granada",,Español (1767-1819) Grancolombiano (1819-1830) Neogranadino (1830-1838),Político y militar,Universidad del Rosario,,,,,"{'Manuela Sanz de Santamaría': '[1] /wiki/Manuela_Sanz_de_Santamar%C3%ADa', 'José Bernardo Sáenz de Santamaría': '[2] /wiki/Jos%C3%A9_Bernardo_S%C3%A1enz_de_Santamar%C3%ADa', 'Antonia Vergara y Sanz de Santamaría': '[3] /wiki/Antonia_Vergara_y_Sanz_de_Santamar%C3%ADa', 'Estanislao Vergara y Sanz de Santamaría': '[4] /wiki/Estanislao_Vergara_y_Sanz_de_Santamar%C3%ADa', 'Domingo Caycedo': '[5] /wiki/Domingo_Caycedo', 'Clemencia de Caycedo': '[6] /wiki/Clemencia_de_Caycedo'}"
Familia Prieto,Tomás Prieto de Salazar,José Tomás Prieto de Salazar y Ricaurte,"1723 Santafé , Nuevo Reino de Granada",,Español,Alcalde . Tesorero,,Corona Española,,,,{}
Familia Prieto,Domingo de Caicedo Prieto,,"Santafé de Bogotá , Virreinato de la Nueva Granada",,,Abogado,,,,,,{}
Familia Prieto,Manuela Sanz de Santamaría,,"1740 Santafé , Virreinato de la Nueva Granada",,,políglota e intelectual,,,,,,"{'José Sanz de Santamaría': '[1] /wiki/Jos%C3%A9_Sanz_de_Santamar%C3%ADa', 'José Bernardo Sáenz de Santamaría': '[2] /wiki/Jos%C3%A9_Bernardo_S%C3%A1enz_de_Santamar%C3%ADa', 'Antonia Vergara y Sanz de Santamaría': '[3] /wiki/Antonia_Vergara_y_Sanz_de_Santamar%C3%ADa', 'Estanislao Vergara y Sanz de Santamaría': '[4] /wiki/Estanislao_Vergara_y_Sanz_de_Santamar%C3%ADa', 'Domingo Caycedo': '[5] /wiki/Domingo_Caycedo', 'Clemencia de Caycedo': '[6] /wiki/Clemencia_de_Caycedo'}"
Familia Prieto,María José Prieto,María José Prieto Larraín,"20 de febrero de 1977 (48 años) Santiago , Chile",,Chilena,Actriz,,,,,,"{'Ángela Prieto': '[1] /wiki/%C3%81ngela_Prieto', 'Joaquín Larraín Gana': '[2] /wiki/Joaqu%C3%ADn_Larra%C3%ADn_Gana', 'Joaquín Larraín Coddou': '[3] /wiki/Joaqu%C3%ADn_Larra%C3%ADn_Coddou'}"
Familia Prieto,Joaquín Prieto Concha,,10 de julio de 1892 Santiago de Chile ( Chile ),,Chilena,"Abogado , empresario y político",Universidad de Chile,,,,,"{'José Joaquín Prieto': '[1] /wiki/Jos%C3%A9_Joaqu%C3%ADn_Prieto', '[1]': '[2] #cite_note-bcn-1', 'Claudio Matte Pérez': '[3] /wiki/Claudio_Matte_P%C3%A9rez'}"
Familia Prieto,José Prieto de Salazar,,1679 Cádiz,,Español,Tesorero,,Corona Española,,,,{}
Familia Prieto,Ángela Prieto,Ángela Cecilia Prieto Larraín,"22 de marzo de 1978 (47 años) Santiago , Chile",,Chilena,Modelo artístico y modelo,,,,,,"{'María José Prieto': '[1] /wiki/Mar%C3%ADa_Jos%C3%A9_Prieto', 'Joaquín Larraín Gana': '[2] /wiki/Joaqu%C3%ADn_Larra%C3%ADn_Gana', 'Joaquín Larraín Coddou': '[3] /wiki/Joaqu%C3%ADn_Larra%C3%ADn_Coddou'}"
Familia Prieto,Jenaro Prieto,Jenaro Osvaldo Prieto Letelier,"5 de agosto de 1889 Santiago , Chile",,Chilena,"Abogado , periodista y escritor",Universidad de Chile,,,,,"{'Joaquín Prieto Warnes': '[1] /wiki/Joaqu%C3%ADn_Prieto_Warnes', 'José Joaquín Prieto': '[2] /wiki/Joaqu%C3%ADn_Prieto'}"
Familia Prieto,Joaquín Prieto,,"20 de agosto de 1786 Concepción , Capitanía General de Chile","Santiago , Chile",Chilena,Militar y político,,,,,,{}
Familia Prieto,Jorge Prieto Echaurren,,"20 de marzo de 1874 Santiago de Chile , Chile Chile",,Chilena,Abogado,Universidad de Chile Colegio de los Sagrados Corazones de Santiago,,,,,{}
Familia Prieto,Pantaleón Sanz de Santamaría,Pantaleón Sanz de Santamaría y Prieto de Salazar,"27 de julio de 1762 Santafé de Bogotá , Virreinato de Nueva Granada",,Neogranadino (1762-1813),Militar,,,,,,"{'Antonio Baraya': '[1] /wiki/Antonio_Baraya', 'José Sanz de Santamaría': '[2] /wiki/Jos%C3%A9_Sanz_de_Santamar%C3%ADa', 'José Bernardo Sáenz de Santamaría': '[3] /wiki/Jos%C3%A9_Bernardo_S%C3%A1enz_de_Santamar%C3%ADa', 'Nicolás Sanz de Santamaría': '[4] /wiki/Nicol%C3%A1s_Sanz_de_Santamar%C3%ADa', 'Manuela Sanz de Santamaría': '[5] /wiki/Manuela_Sanz_de_Santamar%C3%ADa'}"
Familia Prieto,Joaquín Prieto Warnes,,1813,,Chilena,diputado y empresario,,,,,,{}
Familia Ross (Chile),Agustín Edwards Ross,,"17 de febrero de 1852 Valparaíso , Chile","Valparaíso , Chile",Chilena,"Empresario , banquero y político",Colegio de Valparaíso,,,,,{'Alberto Edwards Vives': '[1] /wiki/Alberto_Edwards_Vives'}
Familia Ross (Chile),Arturo Edwards Ross,,"1861 Valparaíso , Chile",,chilena,"Empresario, político",,,,,,{}
Familia Ross (Chile),Gustavo Ross,,"16 de junio de 1879 Valparaíso , Chile",,Chilena,Empresario y político,,,,,,{}
Familia Ross (Chile),Juana Ross Edwards,,"2 de agosto de 1830 La Serena , Chile",,Chilena,Filántropa,,,,,,{}
Familia Ross (Chile),Centro Cultural Agustín Ross,,,,,,,,,,,{}
Familia Ross (Chile),Parque Ross,,,,,,,,,,,{}
Familia Ross (Chile),Agustín Ross,Agustín Iván Ross Edwards,5 de febrero de 1844 La Serena ( Chile ),,Chilena,"Político , banquero y diplomático",Queen Streat Institution ( Educación secundaria ),,,,,{}
Familia Sanfuentes,Vicente Izquierdo Sanfuentes,,19 de diciembre de 1850 o 1850 Santiago de Chile ( Chile ),,Chilena,Médico y político,Universidad de Chile Universidad de Leipzig Universidad de Estrasburgo Instituto Nacional,,,,,{}
Familia Sanfuentes,Manuel Bulnes Sanfuentes,,1 de mayo de 1911 Santiago de Chile ( Chile ),,Chilena,Político y abogado,Pontificia Universidad Católica de Chile,,,,,"{'Jaime Bulnes Sanfuentes': '[1] /wiki/Jaime_Bulnes_Sanfuentes', 'Francisco Bulnes Sanfuentes': '[2] /wiki/Francisco_Bulnes_Sanfuentes', 'Aníbal Pinto Garmendia': '[3] /wiki/An%C3%ADbal_Pinto_Garmendia', 'Manuel Bulnes Prieto': '[4] /wiki/Manuel_Bulnes_Prieto', 'Francisco Antonio Pinto': '[5] /wiki/Francisco_Antonio_Pinto', 'Juan Luis Sanfuentes': '[6] /wiki/Juan_Luis_Sanfuentes'}"
Familia Sanfuentes,Ana Echazarreta,Ana Josefa María de las Mercedes Echazarreta Pérez-Cotapos,"1865 Santiago de Chile , Chile Chile",,Chilena,Política,,,,,,{}
Familia Sanfuentes,Andrés Sanfuentes,Andrés Vicente Sanfuentes Vergara,9 de septiembre de 1939 (85 años),"Santiago , Chile",Chilena,"Economista , académico, consultor e investigador",Universidad de Chile,,,,,{}
Familia Sanfuentes,José Sanfuentes,José Salvador Sanfuentes Palma,"8 de junio de 1951 (73 años) Santiago de Chile , Chile Chile",,Chileno,"Académico , empresario y político",,,,,,{}
Familia Sanfuentes,Aníbal Sanfuentes Velasco,,"? Coquimbo , Chile Chile",,Chilena,Abogado,Universidad de Chile,,,,,{}
Familia Sanfuentes,Jaime Bulnes Sanfuentes,,"21 de febrero de 1923 Santiago , Chile Chile",,Chilena,Político y empresario,Pontificia Universidad Católica de Chile Colegio San Ignacio,,,,,"{'Francisco Bulnes Sanfuentes': '[1] /wiki/Francisco_Bulnes_Sanfuentes', 'Manuel Bulnes Sanfuentes': '[2] /wiki/Manuel_Bulnes_Sanfuentes', 'Juan Luis Sanfuentes': '[3] /wiki/Juan_Luis_Sanfuentes', 'Aníbal Pinto Garmendia': '[4] /wiki/An%C3%ADbal_Pinto_Garmendia', 'Manuel Bulnes Prieto': '[5] /wiki/Manuel_Bulnes_Prieto', 'Francisco Antonio Pinto': '[6] /wiki/Francisco_Antonio_Pinto'}"
Familia Sanfuentes,Elisa Correa,,1859 Santiago de Chile ( Chile ),,,Ama de casa,,,,,,{}
Familia Sanfuentes,Cité Salvador Sanfuentes,,,,,,,,,,,{}
Familia Sanfuentes,Francisco Bulnes Sanfuentes,,"8 de agosto de 1917 Santiago , Chile","Las Condes , Chile",Chilena,Abogado y político,Universidad Católica de Chile,,,,,"{'Jaime Bulnes Sanfuentes': '[1] /wiki/Jaime_Bulnes_Sanfuentes', 'Manuel Bulnes Sanfuentes': '[2] /wiki/Manuel_Bulnes_Sanfuentes', 'Francisco Antonio Pinto': '[3] /wiki/Francisco_Antonio_Pinto', 'Manuel Bulnes Prieto': '[4] /wiki/Manuel_Bulnes_Prieto', 'Juan Luis Sanfuentes': '[5] /wiki/Juan_Luis_Sanfuentes', 'Felipe Bulnes Serrano': '[6] /wiki/Felipe_Bulnes_Serrano', 'Juan Luis Ossa Bulnes': '[7] /wiki/Juan_Luis_Ossa_Bulnes'}"
Familia Sanfuentes,Vicente Sanfuentes (músico),,"16 de septiembre de 1977 (47 años) Santiago , Chile Chile",,Chilena,"Disc-jockey , músico , ingeniero de sonido , compositor , remezclador, pianista y productor discográfico",,,,,,{}
Familia Sanfuentes,Salvador Sanfuentes,,2 de febrero de 1817 Santiago de Chile ( Chile ),,Chilena,"Escritor , historiador , político , poeta y juez",Universidad de Chile Instituto Nacional,,,,,{}
Familia Sanfuentes,Vicente Sanfuentes (político),Vicente Ramón Sanfuentes Torres,"21 de enero de 1825 Santiago , Chile Chile",,Chilena,Político,Universidad de Chile Instituto Nacional General José Miguel Carrera,,,,,{'Salvador Sanfuentes': '[1] /wiki/Salvador_Sanfuentes'}
Familia Sanfuentes,Alejandro García-Huidobro,,"19 de abril de 1952 (72 años) Santiago , Chile",,Chilena,Político,Universidad de Chile,,,,,{}
Familia Sanfuentes,Juan Luis Sanfuentes,,"27 de diciembre de 1858 Santiago , Chile","Santiago , Chile",Chilena,Político y abogado,Universidad de Chile,,,,,{'Enrique Salvador Sanfuentes': '[1] /wiki/Enrique_Salvador_Sanfuentes'}
Familia Santa María,Constanza Santa María,,18 de julio de 1973 (51 años) Santiago de Chile ( Chile ),,Chilena,Periodista y presentadora de noticias,,,,,,{'Antonia Santa María': '[1] /wiki/Antonia_Santa_Mar%C3%ADa'}
Familia Santa María,Domingo Santa María,,"4 de agosto de 1825 Santiago , Chile Chile","Santiago , Chile",Chilena,Abogado y político,Universidad de Chile,,,,,{}
Familia Santa María,Antonia Santa María,Antonia Santa María Monckeberg,"22 de julio de 1982 (42 años) Santiago , Chile Chile",Providencia,Chilena,Actriz y cantante,,,,,,{'Constanza Santa María': '[1] /wiki/Constanza_Santa_Mar%C3%ADa'}
Familia Santa María,Federico Santa María,,"15 de agosto de 1845 Valparaíso , Chile Chile",,Chilena,empresario y filántropo,,,,,,{}
Familia Schmidt,Romy Schmidt,,18 de noviembre de 1965 (59 años),"Santiago , Chile",Chilena,"Abogada , académica, investigadora y política",,,,,,{}
Familia Schmidt,Luis Schmidt Montes,Luis Rodolfo Schmidt Montes,14 de enero de 1949 (76 años) Chile,"Pekín , República Popular China",Chilena,"Ingeniero civil mecánico, empresario y dirigente gremial",Universidad Católica de Chile,,,,,"{'Luis Schmidt Quezada': '[1] /wiki/Luis_Schmidt_Quezada', 'Alfredo Schmidt Montes': '[2] /wiki/Alfredo_Schmidt'}"
Familia Schmidt,Hipólito Lagos,Hipólito María Eduardo Lagos Schmidt,"1932 Santiago , Chile",,Chilena,Empresario,,,,,,{}
Familia Schmidt,Carolina Schmidt,,"9 de septiembre de 1967 (57 años) Santiago , Chile","Santiago , Chile",Chilena,"Ingeniera comercial , empresaria y política",,,,Chile Vamos,,"{'Teodoro Schmidt Weichsel': '[1] /wiki/Teodoro_Schmidt_Weichsel', 'Alberto': '[2] /wiki/Alberto_Zald%C3%ADvar', 'Andrés': '[3] /wiki/Andr%C3%A9s_Zald%C3%ADvar', 'Adolfo Zaldívar Larraín': '[4] /wiki/Adolfo_Zald%C3%ADvar'}"
Familia Schmidt,Teodoro Schmidt Quezada,,"16 de julio de 1879 Angol , Chile",,Chilena,Ingeniero civil,Universidad de Chile Instituto Nacional,,,,,{}
Familia Schmidt,Verónica Schmidt,Verónica Soledad Schmidt Baccola,"4 de octubre de 1978 (46 años) Santiago , Chile",,Chilena,Periodista,Universidad Diego Portales,,,,,{}
Familia Schmidt,Teodoro Schmidt Weichsel,,5 de julio de 1834 Darmstadt ( Hesse-Darmstadt ),,Alemana,Ingeniero,,,,,,{}
Familia Schmidt,Fernando Schmidt,,"4 de diciembre de 1954 (70 años) Santiago , Chile",,Chilena,Diplomático,,,,,,{'Teodoro Schmidt Quezada': '[1] /wiki/Teodoro_Schmidt_Quezada'}
Familia Schmidt,Luis Schmidt Quezada,,"1 de julio de 1887 [ 1 ] ​ Angol , Chile",,Chilena,Abogado y político,Universidad de Chile,,,,,{'Carolina Schmidt': '[1] /wiki/Carolina_Schmidt'}
Familia Schmidt,Alfredo Schmidt,Luis Alfredo Schmidt Montes,"30 de julio de 1940 (84 años) Santiago , Chile","Santiago , Chile",Chilena,"Ingeniero civil , empresario y dirigente gremial",,,,,,"{'Luis Schmidt Quezada': '[1] /wiki/Luis_Schmidt_Quezada', 'Luis Schmidt Montes': '[2] /wiki/Luis_Schmidt_Montes'}"
Familia Subercaseaux,Juan Enrique Concha Subercaseaux,,12 de mayo de 1876 Santiago de Chile ( Chile ),,Chilena,"Abogado , político y académico",Pontificia Universidad Católica de Chile Colegio San Ignacio,,,,,"{'Carlos Concha Subercaseaux': '[1] /wiki/Carlos_Concha_Subercaseaux', 'Emiliana Concha de Ossa': '[2] /wiki/Emiliana_Concha_de_Ossa'}"
Familia Subercaseaux,Juan Subercaseaux Errázuriz,,,,,,,,,,,{}
Familia Subercaseaux,Augusto Vicuña Subercaseaux,,"4 de agosto de 1877 Santiago , Chile",,Chilena,Abogado,Universidad de Chile Instituto Nacional,,,,,{}
Familia Subercaseaux,Benjamín Subercaseaux,Benjamín Subercaseaux Zañartu,"20 de noviembre de 1902 Santiago , Chile",,Chilena,"Psicólogo , escritor , diplomático y periodista",Instituto Nacional (1912-1914) Colegio de los Sagrados Corazones de Santiago (1915-1918) Universidad de Chile ( Medicina ; 1919-1920) Sorbonne Universidad de París ( Ph.D. en Psicología ),,Psicología y literatura,,,{}
Familia Subercaseaux,Victoria Subercaseaux Vicuña,,28 de julio de 1848 Santiago de Chile ( Chile ),,Chilena,,,,,,,{}
Familia Subercaseaux,Ismael Vicuña Subercaseaux,,"1877 Chile Chile , Santiago",,Chilena,Bachiller en Humanidades,Instituto Nacional (Chile),,,,,{}
Familia Subercaseaux,Antonio Subercaseaux,Antonio Subercaseaux Vicuña,"1843 Santiago , Chile",,Chilena,Comerciante,,,,,,{}
Familia Subercaseaux,Carmela Mackenna,,"Santiago , Chile Santiago de Chile ( Chile )",,Chilena,"Compositora , profesora de música y pianista",,,,,,{}
Familia Subercaseaux,Pedropiedra,Pedro Subercaseaux García de la Huerta,"17 de abril de 1978 (46 años) Santiago , Chile",,Chilena,"Compositor , músico , guitarrista y artista discográfico",,,,,,{}
Familia Subercaseaux,Buenaventura Argandoña Subercaseaux,,1804 La Serena ( Chile ),,Chilena,Filántropa,,,,,,{}
Familia Subercaseaux,Claudio Vicuña Subercaseaux,,"1875 Santiago , Chile",,Chilena,Agricultor y político,Colegio de los Padres Franceses,,,,,{}
Familia Subercaseaux,Elizabeth Subercaseaux,,1 de enero de 1945 (80 años) Santiago de Chile ( Chile ),,Chilena,Periodista y escritora,,Universidad de Chile,,,,{}
Familia Subercaseaux,Luis Subercaseaux,Luis Subercaseaux Errázuriz,10 de mayo de 1882 Santiago de Chile ( Chile ),,Chilena,"Futbolista, atleta y diplomático",,,Diplomático,,,{}
